Country,Year,Life_Expectancy,Expected_Schooling,Mean_Schooling,GNI_Per_Capita,HDI,HDI_Category
Albania,2003,73.5,14.8,10.850000000000001,22126.2,0.778,2
Albania,2004,73.7,13.6,9.9,22876.1,0.783,2
Albania,2005,73.9,13.7,10.0,23654.8,0.788,2
Albania,2006,74.2,13.8,10.1,24460.3,0.793,2
Albania,2007,74.4,13.9,10.2,25288.0,0.798,2
Albania,2008,74.7,14.8,10.3,26155.9,0.804,3
Albania,2009,74.8,14.1,10.4,27034.4,0.807,3
Albania,2010,75.2,14.3,10.850000000000001,30955.65,0.815,3
Albania,2011,75.4,14.4,10.6,28919.0,0.819,3
Albania,2012,75.6,14.5,10.7,29905.0,0.824,3
Albania,2013,76.0,14.7,10.8,30955.65,0.831,3
Albania,2014,76.4,14.9,10.9,32006.3,0.838,3
Albania,2015,76.6,15.0,11.0,33093.3,0.842,3
Albania,2016,76.6,15.0,11.1,34197.3,0.845,3
Albania,2017,77.0,15.1,11.2,35370.5,0.851,3
Albania,2018,77.4,15.3,11.3,36597.0,0.858,3
Albania,2019,77.5,15.4,11.4,37826.3,0.861,3
Albania,2020,77.8,15.5,11.5,39124.9,0.867,3
Albania,2021,78.2,15.7,11.6,40467.7,0.874,3
Albania,2022,78.3,15.7,11.7,41833.2,0.877,3
Sri Lanka,2003,72.2,13.4,10.3,14617.1,0.756,2
Sri Lanka,2004,72.2,13.5,10.4,15028.6,0.759,2
Sri Lanka,2005,72.3,13.6,10.5,15462.1,0.764,2
Sri Lanka,2006,72.5,13.8,10.6,15919.9,0.77,2
Sri Lanka,2007,72.7,13.9,10.8,16388.6,0.775,2
Sri Lanka,2008,72.9,14.1,10.9,16863.4,0.78,2
Sri Lanka,2009,73.1,14.3,11.0,17366.1,0.786,2
Sri Lanka,2010,73.2,14.4,11.1,17864.4,0.79,2
Sri Lanka,2011,73.3,14.5,11.2,18378.9,0.794,2
Sri Lanka,2012,73.5,14.6,11.3,18922.2,0.8,3
Sri Lanka,2013,73.7,14.8,11.5,19475.3,0.805,3
Sri Lanka,2014,73.6,14.9,11.5,20025.5,0.807,3
Sri Lanka,2015,74.0,15.1,11.7,20634.7,0.815,3
Sri Lanka,2016,73.5,15.2,11.8,21222.1,0.818,3
Sri Lanka,2017,74.2,15.3,11.9,21841.7,0.823,3
Sri Lanka,2018,74.4,15.5,12.0,22489.5,0.83,3
Sri Lanka,2019,74.6,15.7,12.2,23145.5,0.834,3
Sri Lanka,2020,74.6,15.8,12.2,23806.3,0.837,3
Sri Lanka,2021,74.9,16.0,12.4,24516.3,0.844,3
Sri Lanka,2022,74.9,14.6,12.5,25217.9,0.847,3
Ukraine,2003,73.6,13.7,8.8,22364.2,0.768,2
Ukraine,2004,73.8,13.8,8.8,22949.9,0.771,2
Ukraine,2005,74.0,13.8,8.8,23547.3,0.774,2
Ukraine,2006,74.2,14.4,8.9,24167.0,0.778,2
Ukraine,2008,74.6,14.0,9.0,25454.5,0.785,2
Ukraine,2009,74.9,14.1,9.1,26135.0,0.79,2
Ukraine,2010,75.3,14.2,9.2,26834.4,0.796,2
Ukraine,2011,75.2,14.4,9.2,27511.7,0.796,2
Ukraine,2012,75.4,14.2,9.2,28227.1,0.798,2
Ukraine,2013,75.7,14.3,9.3,28982.5,0.804,3
Ukraine,2014,76.2,14.5,9.4,29771.3,0.811,3
Ukraine,2015,76.1,14.4,9.25,30519.6,0.81,3
Ukraine,2016,76.5,14.6,9.5,28604.8,0.817,3
Ukraine,2017,76.8,14.7,9.5,32170.9,0.821,3
Ukraine,2018,76.7,14.6,9.5,32994.1,0.821,3
Ukraine,2019,77.1,14.8,9.6,33873.0,0.826,3
Ukraine,2020,77.4,14.9,9.7,34774.1,0.831,3
Ukraine,2021,77.4,14.9,9.7,35668.0,0.832,3
Ukraine,2022,77.7,14.9,9.7,36607.7,0.836,3
Brazil,2003,71.4,14.2,9.0,17843.0,0.754,2
Brazil,2004,71.7,14.3,9.0,18219.8,0.758,2
Brazil,2005,71.8,14.3,9.1,18589.8,0.761,2
Brazil,2006,72.1,14.4,9.1,18987.3,0.765,2
Brazil,2007,72.3,14.5,9.2,19382.9,0.769,2
Brazil,2008,72.4,14.5,9.2,19774.0,0.77,2
Brazil,2009,72.6,14.6,9.3,20186.2,0.774,2
Brazil,2010,72.9,14.7,9.4,20619.8,0.779,2
Brazil,2012,72.9,14.7,9.4,21446.5,0.78,2
Brazil,2013,73.3,14.8,9.5,21909.3,0.786,2
Brazil,2014,73.6,15.0,9.5,22374.4,0.791,2
Brazil,2015,73.5,14.9,9.5,22814.4,0.791,2
Brazil,2016,73.9,15.1,9.6,23305.8,0.796,2
Brazil,2017,73.1,15.0,9.6,23770.8,0.797,2
Brazil,2018,74.0,15.1,9.6,24254.2,0.799,2
Brazil,2019,74.2,15.1,9.7,24752.5,0.801,3
Brazil,2020,74.5,15.2,9.8,25280.5,0.807,3
Brazil,2021,74.5,15.2,9.8,25787.4,0.807,3
Brazil,2022,74.8,15.3,9.8,26330.4,0.812,3
China,2003,73.6,13.8,9.3,22962.8,0.778,2
China,2004,74.0,13.9,9.4,23772.0,0.784,2
China,2005,74.4,14.1,9.5,24616.7,0.79,2
China,2006,74.6,14.1,9.5,32944.0,0.793,2
China,2007,75.1,14.3,9.7,26374.4,0.801,3
China,2008,75.2,14.3,9.7,27274.5,0.803,3
China,2009,75.4,14.3,9.7,28223.8,0.807,3
China,2010,75.7,14.4,9.8,29203.4,0.811,3
China,2011,76.0,14.5,9.8,30226.7,0.816,3
China,2013,76.6,14.7,10.0,32378.1,0.826,3
China,2014,76.9,14.7,10.0,33509.9,0.83,3
China,2015,77.0,14.7,10.1,34661.2,0.833,3
China,2016,77.3,14.8,10.1,35865.2,0.836,3
China,2017,77.5,14.8,10.1,37111.8,0.84,3
China,2018,78.0,15.0,10.3,38430.6,0.848,3
China,2019,78.2,15.0,10.3,39755.0,0.85,3
China,2020,78.3,15.0,10.3,41131.8,0.853,3
China,2021,78.9,15.2,10.4,42592.9,0.861,3
China,2022,79.4,15.4,10.5,44099.7,0.868,3
Bolivia,2003,70.3,11.0,8.5,10807.0,0.685,1
Bolivia,2004,70.8,11.1,8.6,11041.6,0.691,1
Bolivia,2005,71.0,11.1,8.6,11258.6,0.693,1
Bolivia,2006,71.3,11.2,8.6,11486.3,0.697,1
Bolivia,2007,71.4,11.2,8.7,11707.3,0.699,1
Bolivia,2008,71.8,11.3,8.7,11946.7,0.703,2
Bolivia,2009,72.0,11.3,8.7,12178.8,0.705,2
Bolivia,2010,73.15,11.4,8.8,12433.5,0.71,2
Bolivia,2011,72.5,11.4,8.8,12678.1,0.713,2
Bolivia,2012,73.1,11.6,9.0,12958.0,0.72,2
Bolivia,2013,73.2,11.6,9.0,13207.1,0.721,2
Bolivia,2014,73.5,11.7,9.0,13475.2,0.725,2
Bolivia,2015,73.8,11.7,9.1,13743.6,0.728,2
Bolivia,2016,73.15,11.8,9.1,14025.6,0.732,2
Bolivia,2017,74.6,12.0,9.2,14331.8,0.739,2
Bolivia,2018,74.6,11.9,9.2,14593.3,0.739,2
Bolivia,2019,74.9,11.9,9.2,14884.8,0.742,2
Bolivia,2020,75.3,12.1,9.3,15197.6,0.747,2
Bolivia,2021,75.3,12.0,9.3,12958.0,0.747,2
Bolivia,2022,75.8,12.2,9.4,15813.3,0.754,2
Egypt,2003,64.2,10.6,5.7,4205.8,0.571,1
Egypt,2004,64.5,10.7,5.8,4288.7,0.576,1
Egypt,2005,64.8,10.8,5.9,4363.2,0.58,1
Egypt,2006,64.9,10.8,5.9,4423.0,0.581,1
Egypt,2007,65.2,11.0,6.0,4515.0,0.587,1
Egypt,2008,65.6,11.1,6.1,5044.7,0.593,1
Egypt,2009,65.8,11.2,6.2,4680.1,0.596,1
Egypt,2010,66.3,11.4,6.3,5044.7,0.603,1
Egypt,2011,66.7,11.5,6.4,4881.6,0.608,1
Egypt,2012,66.9,11.6,6.5,4967.9,0.612,1
Egypt,2013,67.1,11.6,6.5,5044.7,0.615,1
Egypt,2014,67.5,11.8,6.7,5154.5,0.621,1
Egypt,2015,67.7,11.9,6.7,5235.5,0.624,1
Egypt,2016,66.9,12.0,6.8,5326.8,0.628,1
Egypt,2017,68.2,12.0,6.9,5422.0,0.632,1
Egypt,2018,68.5,12.2,7.0,5524.9,0.636,1
Egypt,2019,68.8,12.3,7.0,5044.7,0.641,1
Egypt,2020,69.2,12.4,7.1,5734.7,0.646,1
Egypt,2021,69.5,12.5,7.2,5840.0,0.65,1
Egypt,2022,69.7,12.6,7.3,5945.7,0.654,1
El Salvador,2003,69.5,11.3,6.4,8989.9,0.649,1
El Salvador,2004,69.8,11.5,6.5,9254.4,0.654,1
El Salvador,2005,69.8,11.4,6.5,9499.9,0.656,1
El Salvador,2006,70.0,11.5,6.5,9761.1,0.658,1
El Salvador,2007,70.4,11.7,6.7,10060.2,0.665,1
El Salvador,2008,70.4,11.6,6.7,10328.1,0.667,1
El Salvador,2009,70.7,11.8,6.7,10631.1,0.672,1
El Salvador,2010,70.9,12.0,6.8,10929.3,0.675,1
El Salvador,2011,71.0,11.8,6.8,11229.1,0.678,1
El Salvador,2012,71.2,11.9,6.9,11544.0,0.681,1
El Salvador,2013,71.3,12.0,6.9,11867.2,0.684,1
El Salvador,2014,71.5,12.0,7.0,11544.0,0.688,1
El Salvador,2015,71.8,12.1,7.0,12558.1,0.693,1
El Salvador,2016,71.8,12.1,7.1,12895.1,0.694,1
El Salvador,2017,72.1,12.2,7.1,13267.7,0.699,1
El Salvador,2018,72.2,12.2,7.1,13629.2,0.701,2
El Salvador,2019,72.4,12.3,7.2,14014.8,0.705,2
El Salvador,2020,72.7,12.4,7.3,14419.6,0.71,2
El Salvador,2021,72.6,12.4,7.3,14806.6,0.711,2
El Salvador,2022,73.2,12.6,7.4,15264.6,0.72,2
Gabon,2003,69.6,9.7,6.9,6557.2,0.611,1
Gabon,2004,69.8,9.8,7.0,5304.5,0.615,1
Gabon,2005,70.4,10.1,7.2,5458.3,0.624,1
Gabon,2006,70.5,10.1,7.2,5567.3,0.626,1
Gabon,2007,70.7,10.2,7.3,5691.5,0.629,1
Gabon,2008,71.1,10.3,7.4,5840.3,0.636,1
Gabon,2009,71.2,10.3,7.4,5958.6,0.638,1
Gabon,2010,71.7,10.6,7.6,6120.8,0.646,1
Gabon,2011,71.8,10.6,7.6,6250.4,0.649,1
Gabon,2012,71.9,10.6,7.7,6383.1,0.651,1
Gabon,2013,72.4,10.9,7.8,6557.2,0.659,1
Gabon,2014,72.4,10.8,7.8,6680.7,0.66,1
Gabon,2015,72.8,11.0,7.9,6848.7,0.666,1
Gabon,2016,73.0,11.1,8.0,7002.4,0.67,1
Gabon,2017,73.3,11.2,8.1,7174.3,0.675,1
Gabon,2018,73.6,11.3,8.2,7342.4,0.68,1
Gabon,2019,73.7,11.4,8.2,7496.5,0.682,1
Gabon,2020,73.9,11.4,8.3,7661.9,0.686,1
Gabon,2021,74.3,11.6,8.4,7851.4,0.691,1
Gabon,2022,74.4,11.6,8.4,8021.4,0.694,1
India,2003,67.0,12.1,5.6,4670.3,0.597,1
India,2005,67.2,11.6,5.7,4981.5,0.603,1
India,2006,67.3,11.6,5.7,5142.3,0.606,1
India,2007,67.6,11.8,5.8,5332.0,0.612,1
India,2008,67.8,11.9,5.9,5512.0,0.616,1
India,2009,67.7,11.9,5.9,5677.0,0.618,1
India,2010,67.9,11.9,5.9,5864.1,0.621,1
India,2011,68.0,12.0,6.0,6064.4,0.625,1
India,2012,68.1,12.0,6.0,6254.0,0.627,1
India,2013,68.2,12.1,6.1,6459.3,0.631,1
India,2014,68.4,12.2,6.1,6688.7,0.636,1
India,2015,68.5,12.1,6.2,6905.8,0.639,1
India,2016,68.7,12.3,6.3,7139.9,0.643,1
India,2017,68.6,12.3,6.2,7348.8,0.643,1
India,2018,68.8,12.4,6.3,7598.5,0.648,1
India,2019,69.0,12.5,6.4,7856.6,0.652,1
India,2020,69.0,12.5,6.4,8103.0,0.654,1
India,2021,69.2,12.6,6.5,8385.6,0.659,1
India,2022,69.4,12.7,6.5,8667.2,0.663,1
Indonesia,2003,67.4,9.7,8.4,10405.0,0.656,1
Indonesia,2004,67.6,9.8,8.5,10626.7,0.659,1
Indonesia,2005,67.9,9.9,8.6,10864.1,0.664,1
Indonesia,2006,68.2,10.0,9.3,11111.8,0.669,1
Indonesia,2007,68.4,10.0,8.7,11345.2,0.672,1
Indonesia,2008,68.6,10.1,8.8,11593.8,0.676,1
Indonesia,2009,68.9,10.2,8.9,12953.9,0.681,1
Indonesia,2010,69.1,10.3,9.0,12106.2,0.684,1
Indonesia,2011,69.8,10.6,9.2,12417.1,0.695,1
Indonesia,2012,69.8,10.6,9.2,12662.2,0.695,1
Indonesia,2013,70.2,10.7,9.3,12953.9,0.701,2
Indonesia,2014,70.5,10.8,9.4,13242.5,0.706,2
Indonesia,2015,70.8,11.0,9.5,13544.0,0.711,2
Indonesia,2016,71.2,11.1,9.6,13851.3,0.717,2
Indonesia,2017,71.5,11.2,9.7,14160.8,0.721,2
Indonesia,2018,71.6,11.2,9.7,14462.2,0.724,2
Indonesia,2019,72.0,11.4,9.8,14789.3,0.729,2
Indonesia,2020,72.3,11.5,9.9,15124.0,0.735,2
Indonesia,2021,72.5,11.6,10.0,15456.2,0.739,2
Indonesia,2022,73.0,11.8,10.1,15819.8,0.746,2
Iraq,2003,69.7,11.7,7.8,9248.4,0.674,1
Iraq,2004,69.9,11.8,7.9,9428.2,0.679,1
Iraq,2005,70.2,12.0,8.1,9620.4,0.685,1
Iraq,2006,70.4,12.2,8.2,9804.9,0.69,1
Iraq,2008,70.6,12.4,8.4,10168.8,0.697,1
Iraq,2009,71.0,12.6,8.6,10386.6,0.705,2
Iraq,2010,71.3,12.8,8.7,10590.7,0.71,2
Iraq,2011,71.6,13.0,8.8,10812.2,0.717,2
Iraq,2012,71.7,13.1,8.9,11009.6,0.72,2
Iraq,2013,71.6,13.1,9.0,11193.6,0.721,2
Iraq,2014,72.0,13.3,9.1,11431.3,0.729,2
Iraq,2015,72.4,13.6,9.3,11670.8,0.736,2
Iraq,2016,72.5,13.6,9.4,10910.900000000001,0.739,2
Iraq,2017,72.7,13.8,9.5,10910.900000000001,0.743,2
Iraq,2018,73.0,14.0,9.6,12354.4,0.749,2
Iraq,2019,73.0,14.0,9.7,12579.2,0.752,2
Iraq,2020,73.3,14.2,9.9,12834.8,0.758,2
Iraq,2021,73.5,14.3,10.0,13076.8,0.762,2
Iraq,2022,73.7,14.5,10.1,10910.900000000001,0.767,2
Kyrgyzstan,2003,65.1,11.8,8.5,4810.1,0.628,1
Kyrgyzstan,2004,65.3,11.8,8.5,6216.55,0.631,1
Kyrgyzstan,2005,65.4,12.4,8.6,5024.5,0.632,1
Kyrgyzstan,2006,65.8,11.9,8.7,5167.0,0.638,1
Kyrgyzstan,2007,66.1,12.0,8.7,5303.8,0.643,1
Kyrgyzstan,2008,66.2,12.0,8.7,5418.2,0.645,1
Kyrgyzstan,2009,66.5,12.1,8.8,5558.8,0.649,1
Kyrgyzstan,2010,66.8,12.2,8.9,5699.5,0.653,1
Kyrgyzstan,2011,67.0,12.2,8.9,6216.55,0.656,1
Kyrgyzstan,2012,67.4,12.3,9.0,5994.8,0.662,1
Kyrgyzstan,2013,67.6,12.4,9.0,6137.0,0.665,1
Kyrgyzstan,2014,67.9,12.5,9.1,6296.1,0.669,1
Kyrgyzstan,2015,68.0,12.5,9.1,6440.6,0.671,1
Kyrgyzstan,2016,68.3,12.6,9.2,6606.5,0.676,1
Kyrgyzstan,2017,68.7,12.7,9.3,6783.7,0.681,1
Kyrgyzstan,2018,68.8,12.7,9.3,6942.4,0.684,1
Kyrgyzstan,2019,69.3,12.9,9.4,7137.3,0.69,1
Kyrgyzstan,2020,69.4,12.9,9.4,7294.3,0.691,1
Kyrgyzstan,2021,69.7,13.0,9.5,7483.3,0.696,1
Kyrgyzstan,2022,70.0,13.1,9.6,7677.6,0.701,2
Morocco,2003,66.2,10.7,7.6,4027.6,0.602,1
Morocco,2004,66.2,10.8,7.7,4140.1,0.606,1
Morocco,2005,66.7,11.1,7.8,4297.1,0.615,1
Morocco,2006,66.6,11.1,8.55,4402.4,0.617,1
Morocco,2007,66.8,11.3,8.0,4540.9,0.622,1
Morocco,2008,66.9,11.4,8.1,5357.3,0.626,1
Morocco,2009,67.3,11.6,8.3,4839.3,0.634,1
Morocco,2010,67.5,11.7,8.4,4986.5,0.639,1
Morocco,2011,67.7,11.9,8.5,5135.4,0.644,1
Morocco,2012,67.8,12.0,8.5,5284.8,0.648,1
Morocco,2013,67.8,12.0,8.6,5429.8,0.65,1
Morocco,2014,68.1,12.2,8.7,5610.1,0.657,1
Morocco,2015,68.2,12.3,8.8,5772.5,0.661,1
Morocco,2016,68.5,12.5,9.0,5961.7,0.668,1
Morocco,2017,68.6,12.6,9.1,6141.1,0.672,1
Morocco,2018,68.6,12.6,9.1,6310.4,0.675,1
Morocco,2019,69.0,12.9,9.3,6518.9,0.682,1
Morocco,2020,69.1,13.0,9.4,6714.8,0.686,1
Morocco,2021,68.9,12.9,9.4,6884.7,0.686,1
Nicaragua,2003,64.1,10.4,6.8,4698.6,0.588,1
Nicaragua,2004,64.6,10.7,6.9,4823.9,0.597,1
Nicaragua,2005,64.7,10.8,7.0,4916.2,0.6,1
Nicaragua,2006,64.9,10.9,7.75,5010.4,0.604,1
Nicaragua,2007,65.0,11.0,7.2,5105.0,0.607,1
Nicaragua,2008,65.2,11.1,7.3,5202.5,0.611,1
Nicaragua,2009,65.5,11.2,7.4,5315.2,0.616,1
Nicaragua,2010,65.8,11.4,7.5,5439.0,0.623,1
Nicaragua,2011,66.1,11.6,7.6,5558.3,0.628,1
Nicaragua,2012,66.3,11.7,7.7,5668.5,0.632,1
Nicaragua,2013,66.3,11.7,7.8,5764.2,0.634,1
Nicaragua,2014,66.5,11.8,7.9,5876.2,0.638,1
Nicaragua,2015,66.8,12.0,8.0,6009.6,0.644,1
Nicaragua,2017,67.3,12.2,8.2,6260.5,0.653,1
Nicaragua,2018,67.5,12.3,8.3,6384.1,0.657,1
Nicaragua,2019,67.6,12.4,8.4,6512.0,0.661,1
Nicaragua,2020,67.8,12.5,8.4,6634.4,0.664,1
Nicaragua,2021,68.2,12.7,8.6,6791.9,0.671,1
Nicaragua,2022,68.3,12.8,8.7,6920.7,0.674,1
Palestine,2003,66.8,11.0,5.9,4653.8,0.594,1
Palestine,2004,66.9,11.1,6.0,4806.8,0.599,1
Palestine,2005,67.1,11.2,6.1,6442.4,0.603,1
Palestine,2006,67.2,11.2,6.1,5112.0,0.605,1
Palestine,2007,67.5,11.3,6.2,5297.0,0.612,1
Palestine,2008,67.6,11.4,6.3,5463.0,0.615,1
Palestine,2009,67.9,11.5,6.4,5653.8,0.621,1
Palestine,2010,68.1,11.6,6.4,5839.1,0.625,1
Palestine,2011,68.2,11.6,6.5,6021.9,0.628,1
Palestine,2012,68.4,11.7,6.6,6223.0,0.632,1
Palestine,2013,68.7,11.9,6.7,6442.4,0.639,1
Palestine,2014,68.8,11.7,6.7,6650.4,0.642,1
Palestine,2015,69.0,12.0,6.8,6865.0,0.646,1
Palestine,2016,69.2,12.1,6.9,7092.4,0.65,1
Palestine,2017,69.4,12.2,6.9,7334.3,0.656,1
Palestine,2018,69.8,12.4,7.1,7596.6,0.663,1
Palestine,2019,69.8,12.4,7.1,7827.4,0.664,1
Palestine,2020,70.1,12.5,7.2,8092.5,0.67,1
Palestine,2021,70.3,12.6,6.6,8362.4,0.674,1
Palestine,2022,70.3,12.7,7.3,8627.6,0.677,1
Philippines,2003,66.1,10.5,8.2,4159.0,0.608,1
Philippines,2004,66.5,10.6,8.3,4301.2,0.615,1
Philippines,2005,67.0,10.8,8.4,4450.5,0.621,1
Philippines,2006,67.0,10.8,8.4,4570.4,0.624,1
Philippines,2007,67.5,11.0,8.5,4730.6,0.631,1
Philippines,2008,67.6,11.0,8.6,4863.5,0.634,1
Philippines,2009,68.1,11.2,8.7,5035.8,0.641,1
Philippines,2010,68.3,11.3,8.8,5189.8,0.646,1
Philippines,2011,68.5,11.3,8.8,5337.9,0.648,1
Philippines,2012,69.0,11.6,9.0,5514.15,0.657,1
Philippines,2013,69.1,11.6,9.0,5690.4,0.66,1
Philippines,2014,69.4,11.7,9.1,5869.7,0.665,1
Philippines,2015,69.8,11.8,9.2,6065.5,0.671,1
Philippines,2016,70.2,12.0,9.3,6266.6,0.677,1
Philippines,2017,70.3,12.0,9.4,6442.5,0.68,1
Philippines,2018,70.7,12.1,9.5,6657.2,0.686,1
Philippines,2019,71.0,12.3,9.6,6871.2,0.692,1
Philippines,2020,71.3,12.4,9.7,7090.8,0.697,1
Philippines,2021,71.6,12.5,9.7,5514.15,0.701,2
Philippines,2022,71.8,12.5,9.8,7534.9,0.706,2
South Africa,2003,67.3,9.7,6.9,7873.1,0.621,1
South Africa,2004,67.8,10.0,7.0,8048.5,0.63,1
South Africa,2005,68.1,10.1,7.1,8199.8,0.634,1
South Africa,2006,68.1,10.1,7.2,8328.4,0.636,1
South Africa,2007,68.4,10.2,7.3,8491.3,0.641,1
South Africa,2008,68.8,10.4,7.4,8661.8,0.648,1
South Africa,2009,69.2,10.6,7.6,8840.8,0.655,1
South Africa,2010,69.4,10.7,7.6,8996.4,0.658,1
South Africa,2011,69.6,10.8,7.7,9161.6,0.662,1
South Africa,2012,69.9,11.0,7.8,9343.0,0.668,1
South Africa,2013,70.2,11.1,7.8,9516.2,0.672,1
South Africa,2014,70.6,11.3,8.1,9710.8,0.679,1
South Africa,2015,70.7,11.3,8.2,9161.6,0.682,1
South Africa,2016,71.1,11.5,8.3,9161.6,0.688,1
South Africa,2017,71.5,11.7,8.4,10284.5,0.695,1
South Africa,2018,71.6,11.7,8.5,10461.9,0.697,1
South Africa,2019,71.8,11.8,8.6,10655.5,0.702,2
South Africa,2020,72.3,12.0,8.7,10875.2,0.709,2
South Africa,2021,72.5,12.2,8.8,9161.6,0.713,2
South Africa,2022,72.9,12.3,8.9,11299.7,0.719,2
Tajikistan,2003,66.6,12.4,7.8,4215.5,0.626,1
Tajikistan,2004,67.1,12.8,8.0,4319.4,0.635,1
Tajikistan,2005,67.0,12.8,8.0,4361.8,0.636,1
Tajikistan,2006,67.1,12.8,8.1,4423.7,0.639,1
Tajikistan,2007,67.3,13.0,8.3,4500.7,0.643,1
Tajikistan,2008,67.7,13.2,8.4,4591.4,0.65,1
Tajikistan,2009,67.8,13.3,8.5,4657.2,0.653,1
Tajikistan,2010,67.8,13.4,8.6,4719.1,0.655,1
Tajikistan,2011,68.2,13.6,8.7,4821.4,0.663,1
Tajikistan,2012,68.3,13.7,8.8,4885.5,0.665,1
Tajikistan,2013,68.7,14.0,9.0,4992.3,0.673,1
Tajikistan,2014,68.8,14.1,9.1,5067.1,0.676,1
Tajikistan,2015,68.9,14.1,9.2,5135.9,0.678,1
Tajikistan,2016,69.2,14.4,9.3,5238.7,0.685,1
Tajikistan,2017,69.3,14.4,9.4,5313.4,0.688,1
Tajikistan,2018,69.6,14.6,9.5,5409.6,0.693,1
Tajikistan,2019,69.7,14.7,9.6,5495.8,0.697,1
Tajikistan,2020,69.8,13.7,9.7,5573.8,0.699,1
Tajikistan,2021,70.0,15.0,9.8,5668.6,0.704,2
Tajikistan,2022,70.4,15.2,10.0,5779.8,0.71,2
Vietnam,2003,69.9,12.2,6.85,11871.2,0.673,1
Vietnam,2004,70.1,12.3,6.4,12095.6,0.677,1
Vietnam,2005,70.1,12.3,6.4,12309.8,0.679,1
Vietnam,2006,70.2,12.4,6.5,12528.1,0.68,1
Vietnam,2007,70.3,12.5,6.5,12764.6,0.684,1
Vietnam,2008,70.6,12.6,6.6,13010.5,0.688,1
Vietnam,2009,70.7,12.6,6.7,13251.3,0.691,1
Vietnam,2010,70.9,12.7,6.7,13497.1,0.694,1
Vietnam,2011,71.0,12.8,6.8,13749.8,0.698,1
Vietnam,2012,71.3,12.8,6.8,13999.2,0.7,2
Vietnam,2013,71.3,12.9,6.85,14261.0,0.703,2
Vietnam,2014,71.4,13.0,6.9,14522.0,0.706,2
Vietnam,2015,71.7,13.1,7.0,14802.8,0.71,2
Vietnam,2016,71.8,13.2,7.1,15079.6,0.714,2
Vietnam,2017,71.7,13.1,7.1,15332.3,0.713,2
Vietnam,2018,71.9,13.2,7.1,15625.8,0.717,2
Vietnam,2019,72.1,13.3,7.2,15918.1,0.721,2
Vietnam,2020,72.2,13.4,7.3,16209.8,0.723,2
Vietnam,2021,72.6,13.5,7.4,16530.7,0.729,2
Vietnam,2022,72.5,13.5,7.4,16820.8,0.73,2
Honduras,2003,70.0,9.7,7.7,5489.2,0.625,1
Honduras,2004,70.5,9.9,8.5,5711.2,0.633,1
Honduras,2005,70.8,10.0,7.9,5920.7,0.639,1
Honduras,2006,70.9,10.0,8.5,6121.7,0.642,1
Honduras,2007,71.0,10.0,8.0,6324.9,0.644,1
Honduras,2008,71.4,10.2,8.1,6571.4,0.652,1
Honduras,2009,71.8,10.4,8.2,6830.2,0.66,1
Honduras,2010,72.0,10.5,8.3,7065.5,0.663,1
Honduras,2011,72.1,10.8,8.3,7313.3,0.667,1
Honduras,2012,72.4,10.6,8.4,7585.3,0.673,1
Honduras,2013,72.8,10.8,8.5,7585.3,0.68,1
Honduras,2014,73.1,10.9,8.6,8159.3,0.684,1
Honduras,2015,73.3,11.0,8.7,8448.6,0.689,1
Honduras,2016,73.5,11.1,8.8,8755.4,0.694,1
Honduras,2017,73.8,11.2,8.9,9074.5,0.699,1
Honduras,2018,74.0,11.3,8.9,9400.1,0.703,2
Honduras,2019,74.5,11.5,9.1,9768.5,0.712,2
Honduras,2020,74.6,11.5,8.5,10104.7,0.714,2
Honduras,2021,75.0,11.7,9.2,10488.5,0.722,2
Honduras,2022,75.3,11.8,9.3,10873.5,0.727,2
Guatemala,2003,65.9,12.1,6.9,11844.8,0.661,1
Guatemala,2004,65.8,12.1,7.0,12186.7,0.662,1
Guatemala,2005,66.0,12.2,7.1,12570.3,0.668,1
Guatemala,2006,66.2,12.4,7.2,12967.5,0.674,1
Guatemala,2007,66.3,12.5,7.3,13357.1,0.677,1
Guatemala,2008,66.5,12.7,7.85,13782.2,0.683,1
Guatemala,2009,66.7,12.8,7.5,16044.9,0.688,1
Guatemala,2010,66.8,12.9,7.6,14647.7,0.692,1
Guatemala,2011,66.6,12.9,7.6,15069.8,0.693,1
Guatemala,2012,67.0,13.1,7.8,15556.0,0.7,2
Guatemala,2013,67.2,13.3,7.9,16044.9,0.706,2
Guatemala,2014,67.1,13.3,7.9,16516.2,0.707,2
Guatemala,2015,67.4,13.5,8.1,17046.6,0.714,2
Guatemala,2016,67.5,13.6,8.2,17571.7,0.718,2
Guatemala,2017,67.5,13.6,8.2,18094.9,0.72,2
Guatemala,2018,67.8,13.8,8.3,18674.0,0.727,2
Guatemala,2019,67.9,13.9,7.85,19244.3,0.731,2
Guatemala,2020,68.0,14.1,8.5,19841.7,0.736,2
Guatemala,2021,68.0,14.1,8.6,20437.6,0.738,2
Guatemala,2022,68.2,14.3,8.7,21079.6,0.744,2
Bangladesh,2003,66.5,11.5,8.1,8367.8,0.649,1
Bangladesh,2004,66.9,10.9,8.1,8577.5,0.653,1
Bangladesh,2005,67.2,11.0,8.2,10657.9,0.658,1
Bangladesh,2006,67.5,11.1,8.2,9006.0,0.661,1
Bangladesh,2007,67.8,11.2,8.3,9231.9,0.666,1
Bangladesh,2008,68.0,11.2,8.3,9446.5,0.668,1
Bangladesh,2009,68.4,11.3,8.4,9687.6,0.673,1
Bangladesh,2010,68.6,11.3,8.4,9917.2,0.676,1
