Country,Year,Life_Expectancy,Expected_Schooling,Mean_Schooling,GNI_Per_Capita,HDI,Log_GNI
Romania,2020,77.9,14.9,11.4,31560.15,0.862,10.359650527800227
Romania,2021,78.0,14.9,11.4,42052.1,0.865,10.646664604701074
Romania,2022,78.1,15.0,11.4,43337.4,0.868,10.676771282520182
Seychelles,2003,75.9,12.2,10.2,14598.0,0.755,9.588639812011577
Seychelles,2004,76.0,12.2,9.8,14880.5,0.756,9.60780690997308
Seychelles,2005,76.3,12.3,9.8,15199.3,0.76,9.629004653142333
Seychelles,2006,76.7,12.4,9.9,15531.7,0.765,9.650638375702364
Seychelles,2008,77.2,12.4,10.0,16174.3,0.771,9.691178841771125
Seychelles,2009,77.4,12.5,10.0,16511.7,0.774,9.711824499511588
Seychelles,2010,77.8,12.5,10.1,16861.2,0.778,9.732770403400295
Seychelles,2011,78.0,12.6,10.1,17215.2,0.781,9.753547993480334
Seychelles,2012,78.3,12.6,10.1,17572.1,0.784,9.774067695951318
Seychelles,2013,78.7,12.8,10.2,17951.4,0.789,9.795423385303987
Seychelles,2014,78.8,12.8,10.2,18316.7,0.791,9.815568490998217
Seychelles,2015,79.3,12.9,10.3,18723.1,0.798,9.837513334612298
Seychelles,2016,79.6,13.0,10.4,19113.3,0.801,9.858139706784472
Seychelles,2017,79.8,13.0,10.4,19504.4,0.803,9.878395360124372
Seychelles,2018,80.1,13.0,10.5,19915.6,0.807,9.899258623206093
Seychelles,2019,80.5,13.1,10.5,20342.1,0.812,9.920447909110928
Seychelles,2020,80.7,13.2,10.6,20759.5,0.814,9.940759252211363
Seychelles,2021,81.2,13.3,10.7,21222.8,0.821,9.96283135445284
Seychelles,2022,81.4,13.3,10.7,21654.7,0.823,9.982977799939281
Turkey,2003,76.4,13.9,10.5,18104.9,0.794,9.803937898848393
Turkey,2004,76.4,13.9,10.6,25179.0,0.798,10.133765592750937
Turkey,2005,76.7,14.2,10.8,19415.0,0.805,9.873801242165767
Turkey,2006,76.5,14.2,10.8,20073.3,0.807,9.907145852788355
Turkey,2007,76.9,14.4,11.0,20807.8,0.815,9.943083195394482
Turkey,2008,76.8,14.5,11.1,21527.8,0.818,9.977100402136905
Turkey,2009,76.9,14.6,11.2,22280.7,0.822,10.011476111860063
Turkey,2010,77.0,14.7,11.3,23070.7,0.827,10.046318693143542
Turkey,2011,77.1,14.9,11.4,23888.5,0.832,10.081152450571308
Turkey,2012,77.3,15.1,11.5,24741.0,0.838,10.116217065501464
Turkey,2013,77.3,15.2,11.6,25617.0,0.843,10.151011472575716
Turkey,2014,77.4,15.3,11.7,26511.9,0.847,10.185348967782344
Turkey,2015,77.6,15.5,11.8,27455.3,0.853,10.220314506624682
Turkey,2016,77.9,15.7,12.0,28448.1,0.86,10.255836653493054
Turkey,2017,78.0,15.8,12.1,29449.5,0.865,10.290432211006914
Turkey,2018,78.0,15.9,12.2,30477.6,0.868,10.324747266542934
Turkey,2019,78.1,16.0,12.3,31551.5,0.872,10.359376410420815
Turkey,2020,78.2,16.2,12.4,32668.3,0.877,10.394160467734642
Turkey,2021,78.4,16.3,12.5,33828.6,0.883,10.429061877530913
Turkey,2022,78.3,16.4,12.6,25179.0,0.886,10.133765592750937
Uruguay,2003,71.2,12.0,9.1,19920.7,0.737,9.899514671083423
Uruguay,2004,71.6,13.2,9.2,20662.2,0.744,9.936061222967616
Uruguay,2005,71.8,12.2,9.3,21414.4,0.749,9.971818871912395
Uruguay,2006,72.4,12.5,9.5,22236.7,0.759,10.009499356059962
Uruguay,2007,72.4,12.6,9.5,23031.1,0.762,10.044600755460444
Uruguay,2008,72.8,12.8,9.7,23895.4,0.77,10.081441250775894
Uruguay,2009,72.7,12.7,9.7,24737.7,0.771,10.116083674769499
Uruguay,2010,73.1,12.9,9.8,25657.0,0.777,10.152571717850691
Uruguay,2011,73.5,13.1,10.0,26612.7,0.785,10.189143824438878
Uruguay,2012,73.7,13.2,10.0,27583.1,0.789,10.224958545320918
Uruguay,2013,73.9,13.3,10.2,28599.0,0.795,10.261127031161688
Uruguay,2014,74.0,13.4,10.2,29630.7,0.798,10.296566264993244
Uruguay,2015,74.5,13.6,10.4,30745.2,0.807,10.333489163489196
Uruguay,2016,74.7,13.7,10.0,31867.2,0.812,10.369332546633004
Uruguay,2017,74.9,13.8,10.5,33032.9,0.817,10.405259313501364
Uruguay,2018,75.0,13.2,10.6,34234.4,0.821,10.44098626547782
Uruguay,2019,75.4,13.2,10.7,35501.4,0.827,10.477327411305623
Uruguay,2020,75.6,14.2,10.8,36798.3,0.832,10.513206927437796
Uruguay,2021,75.7,14.2,10.9,38135.6,0.836,10.548903508052645
Uruguay,2022,76.1,14.4,11.0,39552.0,0.843,10.585371540817363
Venezuela,2003,76.1,13.9,9.8,18375.6,0.776,9.818778976609162
Venezuela,2004,76.5,13.3,10.5,18948.5,0.783,9.849480051704774
Venezuela,2005,76.4,13.3,9.9,19497.0,0.785,9.878015886562459
Venezuela,2006,77.4,13.4,10.0,20086.8,0.79,9.907818161896575
Venezuela,2007,76.8,13.5,10.1,24654.8,0.793,10.112726886680486
Venezuela,2008,76.9,13.6,10.2,21303.9,0.798,9.966645433528564
Venezuela,2009,77.0,13.7,10.5,21935.1,0.801,9.995843372514017
Venezuela,2010,77.0,13.7,10.3,22575.6,0.803,10.024624956005086
Venezuela,2011,77.4,13.9,10.4,23272.1,0.81,10.055010497175086
Venezuela,2012,77.4,13.9,10.4,23951.0,0.812,10.083765355620846
Venezuela,2013,77.4,13.9,10.5,24654.8,0.815,10.112726886680486
Venezuela,2014,77.6,14.1,10.6,25401.8,0.82,10.142575316637474
Venezuela,2015,78.0,14.3,10.7,26178.8,0.826,10.17270520189694
Venezuela,2016,78.0,14.3,10.5,26952.6,0.829,10.201835046637353
Venezuela,2017,78.0,14.3,10.8,27744.2,0.832,10.230782088320145
Venezuela,2018,78.2,14.4,10.8,28571.8,0.835,10.260175496390362
Venezuela,2019,78.3,14.5,10.9,29424.3,0.839,10.28957614255069
Venezuela,2020,78.7,14.7,11.1,30325.9,0.846,10.319757411854953
Venezuela,2021,78.7,14.7,11.1,31212.7,0.848,10.348580342256726
Venezuela,2022,78.8,14.8,11.2,32144.0,0.852,10.377981087054716
Costa Rica,2003,74.5,14.2,9.0,14677.5,0.76,9.594070987938341
Costa Rica,2004,74.5,14.2,9.1,14987.6,0.762,9.614978471540367
Costa Rica,2005,75.6,14.4,9.2,15322.2,0.767,9.637058036117798
Costa Rica,2006,74.9,14.5,9.3,15661.8,0.771,9.658979905468144
Costa Rica,2007,74.9,14.6,9.3,15991.8,0.774,9.679831369848905
Costa Rica,2008,75.1,14.7,9.4,16345.7,0.778,9.701720144793743
Costa Rica,2009,75.2,14.8,9.5,16702.4,0.782,9.723307700654034
Costa Rica,2010,75.3,14.9,9.8,17068.7,0.786,9.745001655887808
Costa Rica,2011,75.4,15.0,9.7,17433.8,0.789,9.766166129669077
Costa Rica,2012,75.6,15.2,9.8,17825.1,0.794,9.788362855364937
Costa Rica,2013,75.4,15.1,9.8,18180.6,0.793,9.808110370487203
Costa Rica,2014,76.0,15.5,10.0,18626.8,0.804,9.832356682873304
Costa Rica,2015,75.8,15.4,10.0,18993.1,0.802,9.851831034296044
Costa Rica,2016,76.0,15.5,10.1,19419.0,0.808,9.874007247213619
Costa Rica,2017,76.0,15.6,10.1,19827.7,0.809,9.89483522890698
Costa Rica,2018,76.2,15.7,10.3,17433.8,0.815,9.766166129669077
Costa Rica,2019,76.3,15.8,10.3,20711.9,0.818,9.938463693300754
Costa Rica,2020,76.3,15.9,10.4,21152.9,0.821,9.95953229091415
Costa Rica,2021,76.6,16.1,10.5,17433.8,0.826,9.766166129669077
Costa Rica,2022,76.6,16.1,10.6,17433.8,0.828,9.766166129669077
Mauritius,2003,72.1,13.7,10.6,27171.2,0.793,10.209912867805045
Mauritius,2004,72.4,13.9,10.7,28051.3,0.799,10.24179025568796
Mauritius,2005,72.6,14.0,10.8,28951.5,0.804,10.273377295130372
Mauritius,2006,72.8,14.1,10.9,29880.7,0.808,10.304968066013844
Mauritius,2007,72.9,14.2,11.0,30833.5,0.812,10.336357040223204
Mauritius,2008,72.9,14.2,11.0,31804.6,0.815,10.367366212394925
Mauritius,2009,73.4,14.5,11.2,37257.0,0.823,10.525595125616142
Mauritius,2010,73.3,14.5,11.2,33878.7,0.824,10.430541777309626
Mauritius,2011,73.7,14.6,11.3,34980.5,0.831,10.462546042352654
Mauritius,2012,73.8,14.7,11.4,36092.0,0.834,10.493826513114392
Mauritius,2013,74.1,14.8,11.5,37257.0,0.839,10.525595125616142
Mauritius,2014,74.3,15.0,11.6,38456.2,0.845,10.55727521030918
Mauritius,2015,74.5,15.1,11.7,39689.8,0.849,10.588849506711757
Mauritius,2016,74.7,15.2,11.8,40964.0,0.854,10.620448911195329
Mauritius,2017,75.0,15.4,11.9,42289.9,0.86,10.652303565838531
Mauritius,2018,75.1,15.4,11.9,43634.5,0.863,10.683603400840344
Mauritius,2019,75.2,15.5,12.0,45027.2,0.867,10.715022030593936
Mauritius,2020,75.5,15.7,12.1,46483.9,0.873,10.746861295062592
Mauritius,2021,75.8,15.8,12.2,47977.1,0.878,10.778479092716232
Mauritius,2022,75.7,15.8,12.3,49491.8,0.88,10.809562278268562
Georgia,2003,75.7,13.8,10.5,19521.0,0.794,9.879246088163093
Georgia,2004,75.8,13.9,10.5,20209.7,0.798,9.913917966150926
Georgia,2005,76.0,14.1,10.6,20934.2,0.803,9.949139464205057
Georgia,2006,76.4,14.3,10.8,21700.9,0.811,9.985109013322878
Georgia,2007,76.2,14.2,10.8,22438.5,0.811,10.018533512482625
Georgia,2008,76.4,14.4,10.9,23246.9,0.817,10.05392706879249
Georgia,2009,76.5,14.5,11.0,24061.2,0.82,10.088355863596659
Georgia,2010,76.7,14.6,11.4,24921.4,0.826,10.123482151098646
Georgia,2011,76.9,14.7,11.2,25812.7,0.831,10.15862189785739
Georgia,2012,76.9,14.8,11.2,26718.9,0.834,10.1931264591385
Georgia,2013,77.2,15.0,11.4,27684.1,0.841,10.228613520149999
Georgia,2014,77.4,15.1,11.5,28669.5,0.846,10.263589118892762
Georgia,2015,77.1,15.0,11.4,29647.3,0.845,10.297126337884837
Georgia,2016,77.4,15.2,11.6,30714.6,0.852,10.332493390560273
Georgia,2017,77.6,15.4,11.7,31811.0,0.857,10.367567420904209
Georgia,2018,77.8,15.5,11.8,32949.2,0.863,10.402722260424984
Georgia,2019,77.8,15.6,11.8,34100.9,0.865,10.437079055885198
Georgia,2020,78.0,15.7,11.9,35314.2,0.87,10.472040428322948
Georgia,2021,78.0,15.7,12.0,36554.5,0.873,10.506559576614448
Georgia,2022,78.1,15.8,12.0,37846.9,0.876,10.541304353265716
Albania,2003,73.5,14.8,10.850000000000001,22126.2,0.778,10.004517705693477
Albania,2004,73.7,13.6,9.9,22876.1,0.783,10.037847976419252
Albania,2005,73.9,13.7,10.0,23654.8,0.788,10.071321333157385
Albania,2006,74.2,13.8,10.1,24460.3,0.793,10.104806674088271
Albania,2007,74.4,13.9,10.2,25288.0,0.798,10.138085253895454
Albania,2008,74.7,14.8,10.3,26155.9,0.804,10.1718300654593
Albania,2009,74.8,14.1,10.4,27034.4,0.807,10.204865408116895
Albania,2010,75.2,14.3,10.850000000000001,30955.65,0.815,10.3403108139561
Albania,2011,75.4,14.4,10.6,28919.0,0.819,10.272254097528252
Albania,2012,75.6,14.5,10.7,29905.0,0.824,10.305780969478658
Albania,2013,76.0,14.7,10.8,30955.65,0.831,10.3403108139561
Albania,2014,76.4,14.9,10.9,32006.3,0.838,10.373688037404523
Albania,2015,76.6,15.0,11.0,33093.3,0.842,10.407086123957656
Albania,2016,76.6,15.0,11.1,34197.3,0.845,10.439901972565767
Albania,2017,77.0,15.1,11.2,35370.5,0.851,10.473633418373288
Albania,2018,77.4,15.3,11.3,36597.0,0.858,10.507721548816848
Albania,2019,77.5,15.4,11.4,37826.3,0.861,10.540759906869663
Albania,2020,77.8,15.5,11.5,39124.9,0.867,10.574514371928645
Albania,2021,78.2,15.7,11.6,40467.7,0.874,10.6082594040335
Albania,2022,78.3,15.7,11.7,41833.2,0.877,10.64144556162979
Sri Lanka,2003,72.2,13.4,10.3,14617.1,0.756,9.589947355215005
Sri Lanka,2004,72.2,13.5,10.4,15028.6,0.759,9.617710331369311
Sri Lanka,2005,72.3,13.6,10.5,15462.1,0.764,9.646147147328138
Sri Lanka,2006,72.5,13.8,10.6,15919.9,0.77,9.67532517797161
Sri Lanka,2007,72.7,13.9,10.8,16388.6,0.775,9.704341250151789
Sri Lanka,2008,72.9,14.1,10.9,16863.4,0.78,9.732900871960522
Sri Lanka,2009,73.1,14.3,11.0,17366.1,0.786,9.762275308982451
Sri Lanka,2010,73.2,14.4,11.1,17864.4,0.79,9.790565184671012
Sri Lanka,2011,73.3,14.5,11.2,18378.9,0.794,9.818958546458235
Sri Lanka,2012,73.5,14.6,11.3,18922.2,0.8,9.84809111491575
Sri Lanka,2013,73.7,14.8,11.5,19475.3,0.805,9.876902274984873
Sri Lanka,2014,73.6,14.9,11.5,20025.5,0.807,9.904761740413859
Sri Lanka,2015,74.0,15.1,11.7,20634.7,0.815,9.934729403675377
Sri Lanka,2016,73.5,15.2,11.8,21222.1,0.818,9.96279837051366
Sri Lanka,2017,74.2,15.3,11.9,21841.7,0.823,9.991576265657395
Sri Lanka,2018,74.4,15.5,12.0,22489.5,0.83,10.020803812603068
Sri Lanka,2019,74.6,15.7,12.2,23145.5,0.834,10.04955565617003
Sri Lanka,2020,74.6,15.8,12.2,23806.3,0.837,10.077705530513498
Sri Lanka,2021,74.9,16.0,12.4,24516.3,0.844,10.107093481437262
Sri Lanka,2022,74.9,14.6,12.5,25217.9,0.847,10.135309338803784
Ukraine,2003,73.6,13.7,8.8,22364.2,0.768,10.015216745050566
Ukraine,2004,73.8,13.8,8.8,22949.9,0.771,10.041068858180724
Ukraine,2005,74.0,13.8,8.8,23547.3,0.774,10.066766443190257
Ukraine,2006,74.2,14.4,8.9,24167.0,0.778,10.092743345182981
Ukraine,2008,74.6,14.0,9.0,25454.5,0.785,10.144647823637136
Ukraine,2009,74.9,14.1,9.1,26135.0,0.79,10.171030691147022
Ukraine,2010,75.3,14.2,9.2,26834.4,0.796,10.197439925501268
Ukraine,2011,75.2,14.4,9.2,27511.7,0.796,10.222366647719994
Ukraine,2012,75.4,14.2,9.2,28227.1,0.798,10.248037788375937
Ukraine,2013,75.7,14.3,9.3,28982.5,0.804,10.274447478544557
Ukraine,2014,76.2,14.5,9.4,29771.3,0.811,10.301300121178668
Ukraine,2015,76.1,14.4,9.25,30519.6,0.81,10.326124379152612
Ukraine,2016,76.5,14.6,9.5,28604.8,0.817,10.261329814893534
Ukraine,2017,76.8,14.7,9.5,32170.9,0.821,10.378817596217246
Ukraine,2018,76.7,14.6,9.5,32994.1,0.821,10.404084036585372
Ukraine,2019,77.1,14.8,9.6,33873.0,0.826,10.430373515848633
Ukraine,2020,77.4,14.9,9.7,34774.1,0.831,10.45662813579534
Ukraine,2021,77.4,14.9,9.7,35668.0,0.832,10.48200920725477
Ukraine,2022,77.7,14.9,9.7,36607.7,0.836,10.50801387977582
Brazil,2003,71.4,14.2,9.0,17843.0,0.754,9.789366553431428
Brazil,2004,71.7,14.3,9.0,18219.8,0.758,9.810264193805294
Brazil,2005,71.8,14.3,9.1,18589.8,0.761,9.83036832218532
Brazil,2006,72.1,14.4,9.1,18987.3,0.765,9.851525613602997
Brazil,2007,72.3,14.5,9.2,19382.9,0.769,9.872146513052877
Brazil,2008,72.4,14.5,9.2,19774.0,0.77,9.892123222457078
Brazil,2009,72.6,14.6,9.3,20186.2,0.774,9.912754481606653
Brazil,2010,72.9,14.7,9.4,20619.8,0.779,9.934007058202864
Brazil,2012,72.9,14.7,9.4,21446.5,0.78,9.973316740879293
Brazil,2013,73.3,14.8,9.5,21909.3,0.786,9.994666483197348
Brazil,2014,73.6,15.0,9.5,22374.4,0.791,10.015672727141052
Brazil,2015,73.5,14.9,9.5,22814.4,0.791,10.035147194527855
Brazil,2016,73.9,15.1,9.6,23305.8,0.796,10.056457535615223
Brazil,2017,73.1,15.0,9.6,23770.8,0.797,10.076213215656635
Brazil,2018,74.0,15.1,9.6,24254.2,0.799,10.096345077245244
Brazil,2019,74.2,15.1,9.7,24752.5,0.801,10.11668177299667
Brazil,2020,74.5,15.2,9.8,25280.5,0.807,10.137788626546214
Brazil,2021,74.5,15.2,9.8,25787.4,0.807,10.157641279524194
Brazil,2022,74.8,15.3,9.8,26330.4,0.812,10.17847944417139
China,2003,73.6,13.8,9.3,22962.8,0.778,10.04163079421757
China,2004,74.0,13.9,9.4,23772.0,0.784,10.076263696486551
China,2005,74.4,14.1,9.5,24616.7,0.79,10.11118035338664
China,2006,74.6,14.1,9.5,32944.0,0.793,10.40256442926757
China,2007,75.1,14.3,9.7,26374.4,0.801,10.180149121704444
China,2008,75.2,14.3,9.7,27274.5,0.803,10.213707478727558
China,2009,75.4,14.3,9.7,28223.8,0.807,10.24792087261361
China,2010,75.7,14.4,9.8,29203.4,0.811,10.282040419834118
China,2011,76.0,14.5,9.8,30226.7,0.816,10.31648091873175
China,2013,76.6,14.7,10.0,32378.1,0.826,10.385237547313576
China,2014,76.9,14.7,10.0,33509.9,0.83,10.419596196543077
China,2015,77.0,14.7,10.1,34661.2,0.833,10.453376184712969
China,2016,77.3,14.8,10.1,35865.2,0.836,10.487522745012294
China,2017,77.5,14.8,10.1,37111.8,0.84,10.521690257324583
China,2018,78.0,15.0,10.3,38430.6,0.848,10.55660929623951
China,2019,78.2,15.0,10.3,39755.0,0.85,10.590490898335585
China,2020,78.3,15.0,10.3,41131.8,0.853,10.624536823943016
China,2021,78.9,15.2,10.4,42592.9,0.861,10.659442851700362
China,2022,79.4,15.4,10.5,44099.7,0.868,10.69420825869071
Bolivia,2003,70.3,11.0,8.5,10807.0,0.685,9.287949351303165
Bolivia,2004,70.8,11.1,8.6,11041.6,0.691,9.309425236866337
Bolivia,2005,71.0,11.1,8.6,11258.6,0.693,9.32888756003818
Bolivia,2006,71.3,11.2,8.6,11486.3,0.697,9.348910299836417
Bolivia,2007,71.4,11.2,8.7,11707.3,0.699,9.367967857845368
Bolivia,2008,71.8,11.3,8.7,11946.7,0.703,9.388210368595436
Bolivia,2009,72.0,11.3,8.7,12178.8,0.705,9.407452014242773
Bolivia,2010,73.15,11.4,8.8,12433.5,0.71,9.428149721699691
Bolivia,2011,72.5,11.4,8.8,12678.1,0.713,9.447631374492449
Bolivia,2012,73.1,11.6,9.0,12958.0,0.72,9.469468637009902
Bolivia,2013,73.2,11.6,9.0,13207.1,0.721,9.488509842757397
Bolivia,2014,73.5,11.7,9.0,13475.2,0.725,9.508606237967609
Bolivia,2015,73.8,11.7,9.1,13743.6,0.728,9.528328540191671
Bolivia,2016,73.15,11.8,9.1,14025.6,0.732,9.54863951022449
Bolivia,2017,74.6,12.0,9.2,14331.8,0.739,9.570236123540983
Bolivia,2018,74.6,11.9,9.2,14593.3,0.739,9.588317798258123
Bolivia,2019,74.9,11.9,9.2,14884.8,0.742,9.608095837014295
Bolivia,2020,75.3,12.1,9.3,15197.6,0.747,9.62889279963084
Bolivia,2021,75.3,12.0,9.3,12958.0,0.747,9.469468637009902
Bolivia,2022,75.8,12.2,9.4,15813.3,0.754,9.668606637075476
Egypt,2003,64.2,10.6,5.7,4205.8,0.571,8.344219804014603
Egypt,2004,64.5,10.7,5.8,4288.7,0.576,8.363738935696073
Egypt,2005,64.8,10.8,5.9,4363.2,0.58,8.380961012091324
Egypt,2006,64.9,10.8,5.9,4423.0,0.581,8.394573477868327
Egypt,2007,65.2,11.0,6.0,4515.0,0.587,8.415160465851086
Egypt,2008,65.6,11.1,6.1,5044.7,0.593,8.526093466202957
Egypt,2009,65.8,11.2,6.2,4680.1,0.596,8.451074756204777
Egypt,2010,66.3,11.4,6.3,5044.7,0.603,8.526093466202957
Egypt,2011,66.7,11.5,6.4,4881.6,0.608,8.493228313962405
Egypt,2012,66.9,11.6,6.5,4967.9,0.612,8.510752494586251
Egypt,2013,67.1,11.6,6.5,5044.7,0.615,8.526093466202957
Egypt,2014,67.5,11.8,6.7,5154.5,0.621,8.54762539853644
Egypt,2015,67.7,11.9,6.7,5235.5,0.624,8.563217629727516
Egypt,2016,66.9,12.0,6.8,5326.8,0.628,8.58050596162799
Egypt,2017,68.2,12.0,6.9,5422.0,0.632,8.598220030058611
Egypt,2018,68.5,12.2,7.0,5524.9,0.636,8.617020426674644
Egypt,2019,68.8,12.3,7.0,5044.7,0.641,8.526093466202957
Egypt,2020,69.2,12.4,7.1,5734.7,0.646,8.654290717820345
Egypt,2021,69.5,12.5,7.2,5840.0,0.65,8.672486075822272
Egypt,2022,69.7,12.6,7.3,5945.7,0.654,8.690423548198412
El Salvador,2003,69.5,11.3,6.4,8989.9,0.649,9.103857003933276
El Salvador,2004,69.8,11.5,6.5,9254.4,0.654,9.132854393084337
El Salvador,2005,69.8,11.4,6.5,9499.9,0.656,9.15903655121744
El Salvador,2006,70.0,11.5,6.5,9761.1,0.658,9.18616037797445
El Salvador,2007,70.4,11.7,6.7,10060.2,0.665,9.216342324171817
El Salvador,2008,70.4,11.6,6.7,10328.1,0.667,9.242623614896335
El Salvador,2009,70.7,11.8,6.7,10631.1,0.672,9.271538946697191
El Salvador,2010,70.9,12.0,6.8,10929.3,0.675,9.299202535203857
El Salvador,2011,71.0,11.8,6.8,11229.1,0.678,9.326263902045397
El Salvador,2012,71.2,11.9,6.9,11544.0,0.681,9.353921100453707
El Salvador,2013,71.3,12.0,6.9,11867.2,0.684,9.381533570982294
El Salvador,2014,71.5,12.0,7.0,11544.0,0.688,9.353921100453707
El Salvador,2015,71.8,12.1,7.0,12558.1,0.693,9.43812115469379
El Salvador,2016,71.8,12.1,7.1,12895.1,0.694,9.464602673229152
El Salvador,2017,72.1,12.2,7.1,13267.7,0.699,9.49308778901843
El Salvador,2018,72.2,12.2,7.1,13629.2,0.701,9.519969828910789
El Salvador,2019,72.4,12.3,7.2,14014.8,0.705,9.54786919307252
El Salvador,2020,72.7,12.4,7.3,14419.6,0.71,9.57634367120316
El Salvador,2021,72.6,12.4,7.3,14806.6,0.711,9.60282830629381
El Salvador,2022,73.2,12.6,7.4,15264.6,0.72,9.633291701091622
Gabon,2003,69.6,9.7,6.9,6557.2,0.611,8.788318961552301
Gabon,2004,69.8,9.8,7.0,5304.5,0.615,8.576310795899326
Gabon,2005,70.4,10.1,7.2,5458.3,0.624,8.604892664946467
Gabon,2006,70.5,10.1,7.2,5567.3,0.626,8.624665475720231
Gabon,2007,70.7,10.2,7.3,5691.5,0.629,8.646729112765271
Gabon,2008,71.1,10.3,7.4,5840.3,0.636,8.6725374443659
Gabon,2009,71.2,10.3,7.4,5958.6,0.638,8.692590833137368
Gabon,2010,71.7,10.6,7.6,6120.8,0.646,8.719448085917643
Gabon,2011,71.8,10.6,7.6,6250.4,0.649,8.740400740682535
Gabon,2012,71.9,10.6,7.7,6383.1,0.651,8.761409151747781
Gabon,2013,72.4,10.9,7.8,6557.2,0.659,8.788318961552301
Gabon,2014,72.4,10.8,7.8,6680.7,0.66,8.806978051459721
Gabon,2015,72.8,11.0,7.9,6848.7,0.666,8.831814132223677
Gabon,2016,73.0,11.1,8.0,7002.4,0.67,8.854008226418228
Gabon,2017,73.3,11.2,8.1,7174.3,0.675,8.87826047489283
Gabon,2018,73.6,11.3,8.2,7342.4,0.68,8.90142104364057
Gabon,2019,73.7,11.4,8.2,7496.5,0.682,8.922191523934957
Gabon,2020,73.9,11.4,8.3,7661.9,0.686,8.944015273752818
Gabon,2021,74.3,11.6,8.4,7851.4,0.691,8.968447138824107
Gabon,2022,74.4,11.6,8.4,8021.4,0.694,8.989868249217132
India,2003,67.0,12.1,5.6,4670.3,0.597,8.448978588428348
India,2005,67.2,11.6,5.7,4981.5,0.603,8.51348632948491
India,2006,67.3,11.6,5.7,5142.3,0.606,8.545255729181122
India,2007,67.6,11.8,5.8,5332.0,0.612,8.5814816812986
India,2008,67.8,11.9,5.9,5512.0,0.616,8.614682812693495
India,2009,67.7,11.9,5.9,5677.0,0.618,8.644178203170727
India,2010,67.9,11.9,5.9,5864.1,0.621,8.676604296627087
India,2011,68.0,12.0,6.0,6064.4,0.625,8.710190888207427
India,2012,68.1,12.0,6.0,6254.0,0.627,8.740976538017787
India,2013,68.2,12.1,6.1,6459.3,0.631,8.773276231772245
India,2014,68.4,12.2,6.1,6688.7,0.636,8.808174814359301
India,2015,68.5,12.1,6.2,6905.8,0.639,8.840116917206224
India,2016,68.7,12.3,6.3,7139.9,0.643,8.87345404963331
India,2017,68.6,12.3,6.2,7348.8,0.643,8.902292313571529
India,2018,68.8,12.4,6.3,7598.5,0.648,8.93570613837366
India,2019,69.0,12.5,6.4,7856.6,0.652,8.969109221863317
India,2020,69.0,12.5,6.4,8103.0,0.654,8.999989642460726
India,2021,69.2,12.6,6.5,8385.6,0.659,9.034271228047903
India,2022,69.4,12.7,6.5,8667.2,0.663,9.067301064903635
Indonesia,2003,67.4,9.7,8.4,10405.0,0.656,9.250041738827735
Indonesia,2004,67.6,9.8,8.5,10626.7,0.659,9.271124980993983
Indonesia,2005,67.9,9.9,8.6,10864.1,0.664,9.293219054468928
Indonesia,2006,68.2,10.0,9.3,11111.8,0.669,9.315762885712088
Indonesia,2007,68.4,10.0,8.7,11345.2,0.672,9.33655002596997
Indonesia,2008,68.6,10.1,8.8,11593.8,0.676,9.358225751449009
Indonesia,2009,68.9,10.2,8.9,12953.9,0.681,9.469152180089784
Indonesia,2010,69.1,10.3,9.0,12106.2,0.684,9.401472997048687
Indonesia,2011,69.8,10.6,9.2,12417.1,0.695,9.426829833859488
Indonesia,2012,69.8,10.6,9.2,12662.2,0.695,9.446376456272331
Indonesia,2013,70.2,10.7,9.3,12953.9,0.701,9.469152180089784
Indonesia,2014,70.5,10.8,9.4,13242.5,0.706,9.491186633418682
Indonesia,2015,70.8,11.0,9.5,13544.0,0.711,9.51369892381297
Indonesia,2016,71.2,11.1,9.6,13851.3,0.717,9.53613437002653
Indonesia,2017,71.5,11.2,9.7,14160.8,0.721,9.558232862826946
Indonesia,2018,71.6,11.2,9.7,14462.2,0.724,9.579293627985145
Indonesia,2019,72.0,11.4,9.8,14789.3,0.729,9.601659225308241
Indonesia,2020,72.3,11.5,9.9,15124.0,0.735,9.624038165010823
Indonesia,2021,72.5,11.6,10.0,15456.2,0.739,9.64576549632717
Indonesia,2022,73.0,11.8,10.1,15819.8,0.746,9.6690175990167
Iraq,2003,69.7,11.7,7.8,9248.4,0.674,9.132205842571947
Iraq,2004,69.9,11.8,7.9,9428.2,0.679,9.151460477237894
Iraq,2005,70.2,12.0,8.1,9620.4,0.685,9.171641122836906
Iraq,2006,70.4,12.2,8.2,9804.9,0.69,9.190637539700313
Iraq,2008,70.6,12.4,8.4,10168.8,0.697,9.22707948798046
Iraq,2009,71.0,12.6,8.6,10386.6,0.705,9.248271792810739
Iraq,2010,71.3,12.8,8.7,10590.7,0.71,9.267731536505366
Iraq,2011,71.6,13.0,8.8,10812.2,0.717,9.288430405190477
Iraq,2012,71.7,13.1,8.9,11009.6,0.72,9.306522898448215
Iraq,2013,71.6,13.1,9.0,11193.6,0.721,9.323097465384228
Iraq,2014,72.0,13.3,9.1,11431.3,0.729,9.34411048610446
Iraq,2015,72.4,13.6,9.3,11670.8,0.736,9.364845274773362
Iraq,2016,72.5,13.6,9.4,10910.900000000001,0.739,9.297517568550319
Iraq,2017,72.7,13.8,9.5,10910.900000000001,0.743,9.297517568550319
Iraq,2018,73.0,14.0,9.6,12354.4,0.749,9.421767553908792
